nome_fantasia;cnae_principal;municipio-id;estado-sigla;bairro
RESIDENCIAL SOLARE;8112500;4302105;RS;HUMAITA
ALY SOUZA ATELIE CRIATIVO;3299099;4302105;RS;UNIVERSITARIO
MUNARI HORTIFRUTI;4724500;4302105;RS;LICORSUL
DOMINUS;8230001;4302105;RS;CENTRO
PRO ENFERMO;3313999;4302105;RS;BOTAFOGO
CIA DO LANCHE;5611203;4302105;RS;BORGO
ESPACO LAURA B;9602501;4302105;RS;CENTRO
Caramella;1091102;4302105;RS;EUCALIPTOS
Willian Sobierai;4399103;4302105;RS;SANTA RITA
Bonzanini Produtos de Limpeza;4789005;4302105;RS;JARDIM GLORIA
L'AURA BLUE;4781400;4302105;RS;CIDADE ALTA
JD REPRESENTACOES;4619200;4302105;RS;HUMAITA
NB SERVICOS CONTABEIS;8599604;4302105;RS;FARIA LEMOS
VCB;7319002;4302105;RS;BOTAFOGO
RENATO BITTENCOURT CORREA;4930201;4302105;RS;BORGO
Iron Fitness - Estetica x Performance;4781400;4302105;RS;CENTRO
EMMER ADVICES;8219999;4302105;RS;BORGO
V S B MONTAGENS INDUSTRIAIS;3321000;4302105;RS;SANTA HELENA
AUTOGLASS;4530703;4302105;RS;SAO ROQUE
ALIMENTI TECNOLOGIA PARA INDUSTRIA;3321000;4302105;RS;FENAVINHO
STL ATELIER;9529105;4302105;RS;LINHA CRUZEIRO
MM SERVICOS ADMINISTRATIVOS;8219999;4302105;RS;BOTAFOGO
VS Manutencoes;9521500;4302105;RS;MARIA GORETTI
KOS COMPANY;5229099;4302105;RS;BORGO
IDEALLI DECOR MOVEIS;3101200;4302105;RS;FATIMA
DOG APARECIDA;5611203;4302105;RS;APARECIDA
AGL;4321500;4302105;RS;SAO JOAO
PATRICK FELINI BARATO;5612100;4302105;RS;SANTA HELENA
TOMKIEL;9602501;4302105;RS;SANTA RITA
BS LOG TRANSPORTES;4930202;4302105;RS;MARIA GORETTI
PMTRANSAPP;5229099;4302105;RS;EUCALIPTOS
BIANCA CARRARO;9602502;4302105;RS;BOTAFOGO
DINAMICA VERTICAL;4330404;4302105;RS;CAMINHO DA EULALIA
ALBERI CONSTRUCOES;2542000;4302105;RS;SAO VENDELINO
AAVS;9430800;4302105;RS;SAO BENTO
Produtora 3 em 1;9001902;4302105;RS;CIDADE ALTA
costa construtores e reformas em geral;4399103;4302105;RS;ZATT
FONSECA CARGA E DESCARGA;4930201;4302105;RS;OURO VERDE
MARBES;8230001;4302105;RS;UNIVERSITARIO
RESIDENCIAL DI CAVALCANTI;4110700;4302105;RS;BORGO
SAMI VOZ E VIOLAO;9001902;4302105;RS;ZATT
Juliano Potrick ME;5229002;4302105;RS;SAO JOAO
JB TERCEIRIZACOES;2539001;4302105;RS;FATIMA
DEGASPERI COLCHOES;4754702;4302105;RS;PROGRESSO
BF - Comercio Produtos de Limpeza;4789005;4302105;RS;CAMINHO DA EULALIA
CLEAN SERVICE;9700500;4302105;RS;LICORSUL
LATO DESIGN;5819100;4302105;RS;BORGO
TREVOR HAMBURGUER;5611203;4302105;RS;MARIA GORETTI
UBER LUANA;5229099;4302105;RS;FATIMA
JULIANA S MARKETING & COMUNICACAO;7319002;4302105;RS;SAO FRANCISCO
BALDISSARELLI PINTURAS;4330404;4302105;RS;APARECIDA
KG CREDI;6619302;4302105;RS;CENTRO
BT2 PRODUCOES;9001906;4302105;RS;OURO VERDE
DINAMICSUL MARKETING DIGITAL;6319400;4302105;RS;MARIA GORETTI
ASESISTEMASELETRICOS;4322303;4302105;RS;SAO ROQUE
TRANSFER SERRA GAUCHA;4929902;4302105;RS;HUMAITA
ALE;4330404;4302105;RS;LICORSUL
CAZA BENTO;5611203;4302105;RS;CENTRO
SIRLEI BORTONCELLO;9700500;4302105;RS;FATIMA
VISOGLASS COMPONENTES;2319200;4302105;RS;BORGO
KENYA COMERCIO ON LINE LTDA;4789099;4302105;RS;BORGO
ART'S DA JAKE;1359600;4302105;RS;SANTA RITA
CN CORTINAS;1351100;4302105;RS;BORGO
VIRTUAL SUPLEMENTOS BG;4729699;4302105;RS;CONCEICAO
LP CURSOS E SERVICOS;8599604;4302105;RS;JUVENTUDE DA ENOLOGIA
DIMI FESTAS;8230001;4302105;RS;UNIVERSITARIO
RICARDO CENCI FABRIS;7319002;4302105;RS;SAO ROQUE
CLINICA MILANI;8630503;4302105;RS;SAO BENTO
JAS PROMOTORIA DE VENDAS;7319002;4302105;RS;UNIVERSITARIO
MALIPE SOLUCOES;7739003;4302105;RS;UNIVERSITARIO
GARAGEM 351;4520007;4302105;RS;ZATT
BUCCO ZIETOLIE ODONTOLOGIA;8630504;4302105;RS;CENTRO
M.D.COSTURAS;9529105;4302105;RS;BORGO
MILTON LOPES;8599699;4302105;RS;CIDADE ALTA
TAILANE CAZANATTO REPRESENTACOES;4617600;4302105;RS;SAO ROQUE
LANCHES SILVA;5611203;4302105;RS;CONCEICAO
MILANI EVENTOS;8599604;4302105;RS;CIDADE ALTA
ADVANCE SERVICOS COMBINADOS;8211300;4302105;RS;SAO BENTO
BARAO PARK ESTACIONAMENTO;5223100;4302105;RS;CENTRO
WSR ENTREGAS;5320202;4302105;RS;BARRACAO
LEO MULLER REPRESENTACOES;4615000;4302105;RS;SAO FRANCISCO
WK ASSESSORAMENTO E PRODUTIVIDADE;8599699;4302105;RS;HUMAITA
CDN AUTOMACAO INDUSTRIAL;3321000;4302105;RS;SAO ROQUE
WISELL INSTALACAO E MANUTENCAO ELETRICA;4321500;4302105;RS;SANTA HELENA
GURIA PRAIANA MODA PRAIA E FEMININA;4781400;4302105;RS;CENTRO
CARTAO DE TODOS BENTO GONCALVES;8299799;4302105;RS;CENTRO
QUATTRO ENGENHARIA INDUSTRIAL;8599604;4302105;RS;BORGO
TELEOSANA TELE ENTREGAS;5320202;4302105;RS;HUMAITA
PREVSERRA;8599604;4302105;RS;CENTRO
ALTLUX;6821801;4302105;RS;SAO BENTO
GENI MARIA KONZEN PLETSCH;8219999;4302105;RS;SAO ROQUE
BELEZA & CIA.;7319002;4302105;RS;CENTRO
DENAROO REPRESENTACOES;4613300;4302105;RS;IMIGRANTE
DANIELE CONSULTORIA E NEGOCIOS;7319003;4302105;RS;SAO FRANCISCO
HMC AUTOMACAO;3314719;4302105;RS;MARIA GORETTI
VP MOTORS;4511102;4302105;RS;POMAROSA
LB;4330404;4302105;RS;LICORSUL
ADILSON TRANSPORTE EXECUTIVO;5229099;4302105;RS;SAO ROQUE
VIDRACARIA VIVA;4743100;4302105;RS;PROGRESSO
CARVALHO ESTRUTURAS;4292801;4302105;RS;VILA NOVA II
TRUD'VALLE;5611203;4302105;RS;LICORSUL
VINHO NA ESTRADA;4723700;4302105;RS;HUMAITA
LG OLIVEIRA;4930201;4302105;RS;SAO ROQUE
SANDRO DE JESUS LEMES DA SILVA;4399103;4302105;RS;LINHA LEOPOLDINA
ANDRIELE ARTIOLI;9602502;4302105;RS;SAO ROQUE
LEANDRO LAZZAROTTO DE LEMOS;4399103;4302105;RS;VINHEDOS
